date,hub,hour,position,dart,pnl
2026-08-03,HB_NORTH,3,1,-1.31,-1.31
2026-08-03,HB_NORTH,4,1,-2.89,-2.89
2026-08-03,HB_NORTH,9,1,-0.49,-0.49
2026-08-03,HB_NORTH,10,1,0.12,0.12
2026-08-03,HB_NORTH,11,1,1.58,1.58
2026-08-03,HB_NORTH,12,1,1.91,1.91
2026-08-03,HB_NORTH,13,1,2.43,2.43
2026-08-03,HB_NORTH,14,1,5.48,5.48
2026-08-03,HB_NORTH,18,1,7.07,7.07
2026-08-03,HB_NORTH,19,1,14.79,14.79
2026-08-03,HB_NORTH,20,1,14.88,14.88
2026-08-03,HB_NORTH,21,1,8.33,8.33
2026-08-03,HB_NORTH,22,1,9.26,9.26
2026-08-03,HB_NORTH,23,1,8.03,8.03
2026-08-03,HB_SOUTH,0,1,3.68,3.68
2026-08-03,HB_SOUTH,1,1,1.95,1.95
2026-08-03,HB_SOUTH,2,1,-0.51,-0.51
2026-08-03,HB_SOUTH,3,1,-0.79,-0.79
2026-08-03,HB_SOUTH,7,-1,-1.2,1.2
2026-08-03,HB_SOUTH,11,1,3.34,3.34
2026-08-03,HB_SOUTH,12,1,3.24,3.24
2026-08-03,HB_SOUTH,13,1,1.86,1.86
2026-08-03,HB_SOUTH,14,1,6.49,6.49
2026-08-03,HB_SOUTH,15,1,11.62,11.62
2026-08-03,HB_SOUTH,16,1,11.97,11.97
2026-08-03,HB_SOUTH,17,1,9.91,9.91
2026-08-03,HB_SOUTH,18,1,11.73,11.73
2026-08-03,HB_SOUTH,19,1,14.38,14.38
2026-08-03,HB_SOUTH,20,1,14.79,14.79
2026-08-03,HB_SOUTH,21,1,9.07,9.07
2026-08-03,HB_SOUTH,22,1,8.91,8.91
2026-08-03,HB_SOUTH,23,1,4.23,4.23
2026-08-03,HB_WEST,0,1,4.41,4.41
2026-08-03,HB_WEST,1,1,2.38,2.38
2026-08-03,HB_WEST,2,1,-0.45,-0.45
2026-08-03,HB_WEST,5,-1,-1.51,1.51
2026-08-03,HB_WEST,6,-1,-3.91,3.91
2026-08-03,HB_WEST,7,-1,-0.68,0.68
2026-08-03,HB_WEST,9,-1,-0.44,0.44
2026-08-03,HB_WEST,11,1,2.06,2.06
2026-08-03,HB_WEST,12,1,2.99,2.99
2026-08-03,HB_WEST,13,1,2.69,2.69
2026-08-03,HB_WEST,14,1,6.75,6.75
2026-08-03,HB_WEST,16,-1,10.11,-10.11
2026-08-03,HB_WEST,17,-1,1.64,-1.64
2026-08-03,HB_WEST,19,1,16.93,16.93
2026-08-03,HB_WEST,20,1,17.11,17.11
2026-08-03,HB_WEST,21,1,10.53,10.53
2026-08-03,HB_WEST,22,1,13.84,13.84
2026-08-03,HB_WEST,23,1,16.45,16.45
